,recipe_id,recipe_name,aver_rate,image_url,review_nums,ingredients,cooking_directions,nutritions,reviews
0,222388,Homemade Bacon,5.0,https://images.media-allrecipes.com/userphotos/720x405/876328.jpg,3,pork belly^smoked paprika^kosher salt^ground black pepper,"{'directions': u'Prep\n5 m\nCook\n2 h 45 m\nReady In\n11 h 50 m\nPreheat oven to 200 degrees F (95 degrees C).\nSeason pork belly with paprika, salt, and pepper. Tightly wrap pork twice in heavy-duty aluminum foil. Place on a baking sheet and bake in the preheated oven for 2 1/2 hours. Turn off the oven; let pork rest in the oven for 1 hour. Remove meat from oven, leaving it wrapped in aluminum foil, and refrigerate at least 8 hours or overnight.\nRemove pork from foil and slice across the grain in 1/4-inch thick slices. Working in batches, cook pork in a non-stick skillet over medium heat until golden and crisped, 6 to 8 minutes per slice.'}","{u'niacin': {u'hasCompleteData': False, u'name': u'Niacin Equivalents', u'amount': 9.319291, u'percentDailyValue': u'72', u'displayValue': u'9', u'unit': u'mg'}, u'sugars': {u'hasCompleteData': True, u'name': u'Sugars', u'amount': 0.09355932, u'percentDailyValue': u'0', u'displayValue': u'0.1', u'unit': u'g'}, u'sodium': {u'hasCompleteData': True, u'name': u'Sodium', u'amount': 2017.13, u'percentDailyValue': u'81', u'displayValue': u'2017', u'unit': u'mg'}, u'carbohydrates': {u'hasCompleteData': True, u'name': u'Carbohydrates', u'amount': 1.797819, u'percentDailyValue': u'< 1', u'displayValue': u'1.8', u'unit': u'g'}, u'vitaminB6': {u'hasCompleteData': False, u'name': u'Vitamin B6', u'amount': 0.2329798, u'percentDailyValue': u'15', u'displayValue': u'< 1', u'unit': u'mg'}, u'calories': {u'hasCompleteData': True, u'name': u'Calories', u'amount': 308.1481, u'percentDailyValue': u'15', u'displayValue': u'308', u'unit': u'kcal'}, u'thiamin': {u'hasCompleteData': False, u'name': u'Thiamin', u'amount': 0.3947737, u'percentDailyValue': u'39', u'displayValue': u'< 1', u'unit': u'mg'}, u'fat': {u'hasCompleteData': True, u'name': u'Fat', u'amount': 23.58587, u'percentDailyValue': u'36', u'displayValue': u'23.6', u'unit': u'g'}, u'folate': {u'hasCompleteData': False, u'name': u'Folate', u'amount': 2.109131, u'percentDailyValue': u'1', u'displayValue': u'2', u'unit': u'mcg'}, u'caloriesFromFat': {u'hasCompleteData': True, u'name': u'Calories from Fat', u'amount': 212.2728, u'percentDailyValue': u'-', u'displayValue': u'212', u'unit': u'kcal'}, u'calcium': {u'hasCompleteData': False, u'name': u'Calcium', u'amount': 11.18365, u'percentDailyValue': u'1', u'displayValue': u'11', u'unit': u'mg'}, u'fiber': {u'hasCompleteData': True, u'name': u'Dietary Fiber', u'amount': 0.5318869, u'percentDailyValue': u'2', u'displayValue': u'0.5', u'unit': u'g'}, u'magnesium': {u'hasCompleteData': False, u'name': u'Magnesium', u'amount': 21.65558, u'percentDailyValue': u'8', u'displayValue': u'22', u'unit': u'mg'}, u'iron': {u'hasCompleteData': False, u'name': u'Iron', u'amount': 1.240848, u'percentDailyValue': u'12', u'displayValue': u'1', u'unit': u'mg'}, u'cholesterol': {u'hasCompleteData': True, u'name': u'Cholesterol', u'amount': 61.7375, u'percentDailyValue': u'21', u'displayValue': u'62', u'unit': u'mg'}, u'protein': {u'hasCompleteData': True, u'name': u'Protein', u'amount': 21.00254, u'percentDailyValue': u'42', u'displayValue': u'21', u'unit': u'g'}, u'vitaminA': {u'hasCompleteData': False, u'name': u'Vitamin A - IU', u'amount': 474.2073, u'percentDailyValue': u'9', u'displayValue': u'474', u'unit': u'IU'}, u'potassium': {u'hasCompleteData': False, u'name': u'Potassium', u'amount': 347.2267, u'percentDailyValue': u'10', u'displayValue': u'347', u'unit': u'mg'}, u'saturatedFat': {u'hasCompleteData': True, u'name': u'Saturated Fat', u'amount': 7.736815, u'percentDailyValue': u'39', u'displayValue': u'7.7', u'unit': u'g'}, u'vitaminC': {u'hasCompleteData': False, u'name': u'Vitamin C', u'amount': 0.7761272, u'percentDailyValue': u'1', u'displayValue': u'< 1', u'unit': u'mg'}}","{8542392: {'rating': 5, 'followersCount': 11, 'madeRecipesCount': 18, 'favoritesCount': 200, 'dateLastModified': u'2017-04-22T12:46:43.663', 'text': u""Best breakfast ever! I ran out of paprika while seasoning, so I used garlic piercer on the other half of the batch. Very good! Can't wait to make it again... and figure out how to use the drippings!"", 'followingCount': 0}, 11174581: {'rating': 5, 'followersCount': 8, 'madeRecipesCount': 55, 'favoritesCount': 101, 'dateLastModified': u'2013-06-20T15:50:25.96', 'text': u""Awesome!\nIt's amazing."", 'followingCount': 0}, 8262477: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 1, 'favoritesCount': 52, 'dateLastModified': u'2015-02-14T07:27:51.307', 'text': u'The flavors came together well and it really was simple to prepare. My husband and I both enjoyed it!', 'followingCount': 0}}
"
1,240488,"Pork Loin, Apples, and Sauerkraut",4.76470565796,https://images.media-allrecipes.com/userphotos/720x405/1897772.jpg,29,sauerkraut drained^Granny Smith apples sliced^large onion^caraway seeds^apple cider divided^brown sugar^Rub:^Thai seasoning^salt^garlic powder^ground black pepper^boneless pork loin roast,"{'directions': u'Prep\n15 m\nCook\n2 h 30 m\nReady In\n2 h 45 m\nPreheat oven to 325 degrees F (165 degrees C).\nMix sauerkraut, apples, onion, and caraway seeds in a large roasting pan. Stir 1/4 cup apple cider and brown sugar together in a separate bowl; pour over sauerkraut mixture.\nStir Thai seasoning, salt, garlic powder, and black pepper together in a small bowl; rub onto the top and bottom of the roast.\nMake an indentation in the center of the sauerkraut mixture and place the seasoned roast in the indentation. Pour the remaining apple cider around the roast.\nBake in the preheated oven for 1 hour; baste roast with juices. Continue baking roast, basting every 30 minutes, until cooked through, 2 1/2 to 3 hours. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C).'}","{u'niacin': {u'hasCompleteData': False, u'name': u'Niacin Equivalents', u'amount': 15.6016, u'percentDailyValue': u'120', u'displayValue': u'16', u'unit': u'mg'}, u'sugars': {u'hasCompleteData': False, u'name': u'Sugars', u'amount': 19.84146, u'percentDailyValue': u'0', u'displayValue': u'19.8', u'unit': u'g'}, u'sodium': {u'hasCompleteData': False, u'name': u'Sodium', u'amount': 2606.764, u'percentDailyValue': u'104', u'displayValue': u'2607', u'unit': u'mg'}, u'carbohydrates': {u'hasCompleteData': True, u'name': u'Carbohydrates', u'amount': 32.08176, u'percentDailyValue': u'10', u'displayValue': u'32.1', u'unit': u'g'}, u'vitaminB6': {u'hasCompleteData': False, u'name': u'Vitamin B6', u'amount': 1.328631, u'percentDailyValue': u'83', u'displayValue': u'1', u'unit': u'mg'}, u'calories': {u'hasCompleteData': True, u'name': u'Calories', u'amount': 371.7219, u'percentDailyValue': u'19', u'displayValue': u'372', u'unit': u'kcal'}, u'thiamin': {u'hasCompleteData': False, u'name': u'Thiamin', u'amount': 0.8423121, u'percentDailyValue': u'84', u'displayValue': u'< 1', u'unit': u'mg'}, u'fat': {u'hasCompleteData': True, u'name': u'Fat', u'amount': 11.67521, u'percentDailyValue': u'18', u'displayValue': u'11.7', u'unit': u'g'}, u'folate': {u'hasCompleteData': False, u'name': u'Folate', u'amount': 83.73925, u'percentDailyValue': u'47', u'displayValue': u'84', u'unit': u'mcg'}, u'caloriesFromFat': {u'hasCompleteData': True, u'name': u'Calories from Fat', u'amount': 105.0769, u'percentDailyValue': u'-', u'displayValue': u'105', u'unit': u'kcal'}, u'calcium': {u'hasCompleteData': True, u'name': u'Calcium', u'amount': 135.4538, u'percentDailyValue': u'17', u'displayValue': u'135', u'unit': u'mg'}, u'fiber': {u'hasCompleteData': False, u'name': u'Dietary Fiber', u'amount': 10.22336, u'percentDailyValue': u'41', u'displayValue': u'10.2', u'unit': u'g'}, u'magnesium': {u'hasCompleteData': False, u'name': u'Magnesium', u'amount': 80.73712, u'percentDailyValue': u'29', u'displayValue': u'81', u'unit': u'mg'}, u'iron': {u'hasCompleteData': True, u'name': u'Iron', u'amount': 6.622245, u'percentDailyValue': u'66', u'displayValue': u'7', u'unit': u'mg'}, u'cholesterol': {u'hasCompleteData': False, u'name': u'Cholesterol', u'amount': 99.2, u'percentDailyValue': u'33', u'displayValue': u'99', u'unit': u'mg'}, u'protein': {u'hasCompleteData': True, u'name': u'Protein', u'amount': 36.39878, u'percentDailyValue': u'73', u'displayValue': u'36.4', u'unit': u'g'}, u'vitaminA': {u'hasCompleteData': False, u'name': u'Vitamin A - IU', u'amount': 73.17785, u'percentDailyValue': u'1', u'displayValue': u'73', u'unit': u'IU'}, u'potassium': {u'hasCompleteData': False, u'name': u'Potassium', u'amount': 1088.923, u'percentDailyValue': u'31', u'displayValue': u'1089', u'unit': u'mg'}, u'saturatedFat': {u'hasCompleteData': False, u'name': u'Saturated Fat', u'amount': 3.646474, u'percentDailyValue': u'18', u'displayValue': u'3.6', u'unit': u'g'}, u'vitaminC': {u'hasCompleteData': False, u'name': u'Vitamin C', u'amount': 52.76848, u'percentDailyValue': u'88', u'displayValue': u'53', u'unit': u'mg'}}","{3574785: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 4, 'favoritesCount': 118, 'dateLastModified': u'2017-10-07T18:20:08.973', 'text': u'Like most, I changed it a bit.  Not a fan of Thai seasoning so I bought a pork loin with applewood bacon on it.  Great combo!', 'followingCount': 0}, 12145410: {'rating': 2, 'followersCount': 0, 'madeRecipesCount': 83, 'favoritesCount': 170, 'dateLastModified': u'2018-01-06T00:06:09.563', 'text': u'This was one of the worst recipes I have ever used for cooking pork with sauerkraut.  The roast was not very tender and my family did not like the flavor.  I will not make this again.', 'followingCount': 0}, 18195408: {'rating': 5, 'followersCount': 1, 'madeRecipesCount': 3, 'favoritesCount': 6, 'dateLastModified': u'2016-11-20T13:20:05.857', 'text': u'Easy to make , very unusual taste. I had my mother-in-law licking the plate clean :)', 'followingCount': 0}, 13549066: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 29, 'favoritesCount': 206, 'dateLastModified': u'2016-10-04T18:42:41.707', 'text': u""I didn't submit this recipe but I think the Thai Seasoning is from World Market.  It's amazing and I use it for many things.  I'll try to post a picture of it."", 'followingCount': 0}, 22635659: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 1, 'favoritesCount': 1, 'dateLastModified': u'2018-02-02T01:31:03.677', 'text': u'Did it exactly as directed and my whole family wants it again.  It was so good.  We love the sauerkraut with the apples and will make it that way with other things too.', 'followingCount': 0}, 9823884: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 0, 'favoritesCount': 153, 'dateLastModified': u'2018-01-08T01:59:16.27', 'text': u'I used Gala apples and this recipe is a keeper. The pork was moist and tender, the flavors blended perfectly.', 'followingCount': 0}, 4727443: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 1, 'favoritesCount': 120, 'dateLastModified': u'2016-12-04T17:24:41.693', 'text': u'Delicious - made it exactly as described.', 'followingCount': 0}, 21469095: {'rating': 4, 'followersCount': 0, 'madeRecipesCount': 0, 'favoritesCount': 7, 'dateLastModified': u'2017-02-17T20:50:51.47', 'text': u""I did this in a crock pot and I thoroughly enjoyed it. didn't use Thai seasoning either. this is definitely good but the best pork loin recipe is a recipe called honey pork loin. type this in and you will find it. pork loin is delicious and very versatile."", 'followingCount': 0}, 3632174: {'rating': 5, 'followersCount': 165, 'madeRecipesCount': 636, 'favoritesCount': 1885, 'dateLastModified': u'2015-01-01T18:03:24.937', 'text': u""What a great way to start the New Year!  I omitted the Thai seasoning from the rub and the brown sugar from the sauerkraut, but followed everything else.  Delicious!  My only regret is you don't get any gravy.  But the meat is tender and very flavorful.  I'll have to get up early and make rye bread for roast pork sandwiches.  Thank you, Kehl Berry."", 'followingCount': 0}, 5398328: {'rating': 5, 'followersCount': 1, 'madeRecipesCount': 17, 'favoritesCount': 326, 'dateLastModified': u'2016-10-16T02:18:55.623', 'text': u'Very good recipe.  Unless pork loin is on sale, use boneless country style ribs which are essentially just a pork shoulder/ pork butt sliced.  Bone-in works just fine. You can also use a slow cooker or braise on top of the stove in a dutch oven.  The aromas you will experience will make your mouth water.', 'followingCount': 0}, 15395769: {'rating': 5, 'followersCount': 1, 'madeRecipesCount': 2, 'favoritesCount': 0, 'dateLastModified': u'2016-01-24T11:01:48.773', 'text': u'It turned out great, I had to downsize by half as I am living alone working out of state. Half of everything was more than enough. Had to be creative and make my own version of Thai seasoning and found plenty of recipes just for it on-line, thus avoiding ordering the Thai seasoning directly.', 'followingCount': 0}, 4944959: {'rating': 5, 'followersCount': 1, 'madeRecipesCount': 27, 'favoritesCount': 477, 'dateLastModified': u'2017-01-01T20:44:56.63', 'text': u'If there were more stars available, I would certainly light them up as well!\nI made this for a church group.  Within the last week, I have had 3 people ask for the recipe.  It smelled so good, i bought another [or roast for my own family for this weekeend.', 'followingCount': 0}, 3450379: {'rating': 5, 'followersCount': 7, 'madeRecipesCount': 69, 'favoritesCount': 481, 'dateLastModified': u'2015-10-18T12:29:37.597', 'text': u'Great pork tenderloin recipe, saved leftover sauerkraut for serving over grilled brauts', 'followingCount': 0}, 10646597: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 7, 'favoritesCount': 416, 'dateLastModified': u'2017-03-30T23:57:57.517', 'text': u'I made it with one pork loin and one small jar of sauerkraut . It was excellent and the pork was so tender and tasty.', 'followingCount': 0}, 13138758: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 9, 'favoritesCount': 73, 'dateLastModified': u'2015-01-01T17:53:35.66', 'text': u'I was a little bit leary,  because it seems I have tried other recipes in the past and sometimes the pork is not done or overdone. In this case it was just perfect.  I followed the recipe except for maybe changing some of the seasonings, and the family was very happy.', 'followingCount': 0}, 4802768: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 5, 'favoritesCount': 32, 'dateLastModified': u'2017-08-18T02:56:23.603', 'text': u""The flavors in this dish were the bomb! I tried to stick as close to the recipe as possible. Unfortunately you can't find Thai spice in El Paso Texas. So I bought the ingredients separately.I blended the lemon grass and the other ingredients found in the Thai spice recipe. Then I marinated the pork loin in the juice  for 2 days. In the future I will reduce the amount of sauerkraut.  I placed the marinade ingredients on the bottom of the pan and then placed the pork loin on the marinade. Then I added the sauerkraut and the rest of the ingredients. And cooked for three hours without basting. Wow!!! The flavors were exotic  and the meat so tender and full of flavor.  I also made a sauce. With brown sugar, brown mustard, Worcestershire, and two drops of hot chili oil. Then I drizzled that on the meat.  In the mashed potato's I made a sauce from sour cream, butter,brown sugar, and a splash of milk. Then I blended that into the potato's. In the apple sauce I mixed a can of fruit cocktail,chocolate oven roasted almonds, and ground organic flax seed. Then I chilled it in the fridge. It was the perfect compliment to the hot dishes."", 'followingCount': 0}, 11283031: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 3, 'favoritesCount': 66, 'dateLastModified': u'2016-11-29T22:54:43.717', 'text': u'The recipe turned out fantastic!', 'followingCount': 0}, 16090716: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 1, 'favoritesCount': 19, 'dateLastModified': u'2016-11-10T01:57:04.293', 'text': u'This recipe is fantastic! Amazing flavor!', 'followingCount': 0}, 11455967: {'rating': 5, 'followersCount': 2, 'madeRecipesCount': 38, 'favoritesCount': 38, 'dateLastModified': u'2015-04-28T17:57:19.3', 'text': u'Very good! I used sliced pork loin and decrease cooking time to 1/2 hour. I did not have the caraway seeds or the Ti seasoning so I used Sesame garlic sauce. Pork was very juicy and favorable. The sour kraut was. very start so I might use less apple cider vinegar. Overall very tasty. Husband had thirds!', 'followingCount': 0}, 1407201: {'rating': 4, 'followersCount': 0, 'madeRecipesCount': 155, 'favoritesCount': 345, 'dateLastModified': u'2017-01-08T22:52:41.77', 'text': u""I'm not german, and have never had this dish before so I have no baseline for what a great pork and sauerkraut should taste like. This was tasty but not mind blowing. I'd make it again for tradition's sake, but I wouldn't make it throughout the year. I don't know how I should rate it."", 'followingCount': 0}, 2805827: {'rating': 4, 'followersCount': 2, 'madeRecipesCount': 3, 'favoritesCount': 270, 'dateLastModified': u'2017-11-03T00:48:01.04', 'text': u""It was fabulous, especially after the flavors were allowed to chill for a few days in the fridge! I'm diabetic, so I prefer my saurkraut a little less sweet and a little more pickly. For that reason, I replaced the apple cider with the saurkraut juices. I didn't have caraway seeds so used about 8 whole cloves, which also helped to replace the missing cider flavor. Also, the ham was the spiral sliced honey-baked ham leftover from Easter, so it was fully cooked and ready to go. I put all ingredients in a large pot, brought it to a boil, turned the heat down to medium-low and let it simmer for about 45 minutes. I served it with garlic and herb mashed potatoes and seasoned carrots. Fabulous! Thank you for sharing!"", 'followingCount': 0}, 3261924: {'rating': 4, 'followersCount': 1, 'madeRecipesCount': 11, 'favoritesCount': 40, 'dateLastModified': u'2016-10-06T13:18:36.42', 'text': u""I made this according to the recipe w/o changes and it turned out well. I did cut it in half, the only change I made. Like other reviewers I didn't have any Thai seasoning but I found a couple of recipes online for Thai seasoning so I made some . The Thai seasoning does add to the dish but it wasn't spicy hot. \nA good pork roast with apples and kraut, what is not to like. Cheers."", 'followingCount': 0}, 16345701: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 12, 'favoritesCount': 87, 'dateLastModified': u'2016-12-09T13:50:10.91', 'text': u'So good! Fennel seeds instead of caraway seeds added just the right addition of spice', 'followingCount': 0}, 3316710: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 7, 'favoritesCount': 24, 'dateLastModified': u'2015-10-05T05:48:04.563', 'text': u""I am making this again for dinner tonight.  It came out so delicious the first time, I saved it to my recipe box. Didn't use the Thai seasoning, just seasoned salt.  I also didn't have Apple Cider so I watered down some Apple cider vinegar.  It was perfect!"", 'followingCount': 0}, 626067: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 10, 'favoritesCount': 722, 'dateLastModified': u'2017-01-01T22:50:54.273', 'text': u""I'm the person who submitted this recipe.  A bad habit that I picked up from my mom is that I never measure anything when I'm cooking.  So having never measured anything, I had to estimate ingredient quantities.  Well this New Years I decided to make the recipe as submitted.  It seems I drastically under estimated the quantity of apple cider that's in the sauerkraut mixture.  It should be 1/2 to 3/4 cups of cider.  And even with that amount I had to add more halfway through baking."", 'followingCount': 0}, 2856948: {'rating': 5, 'followersCount': 224, 'madeRecipesCount': 146, 'favoritesCount': 643, 'dateLastModified': u'2015-03-10T11:33:47.057', 'text': u""i halved the recipe due  to the size of the roast. i forgot the brown sugar and didn't have thai seasonings. i discovered i had no apple cider, so after asking on the buzz i got an excellent sub--apple sauce. it cooked @ 2 1/2 hours. it didn't look pretty but it sure did taste good!"", 'followingCount': 0}, 2419703: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 9, 'favoritesCount': 436, 'dateLastModified': u'2014-12-13T13:09:05.84', 'text': u""I had a recipe most similar to this from years ago, minus the Thai seasoning.  It is delicious and smells superb when it's baking."", 'followingCount': 0}, 3895544: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 220, 'favoritesCount': 262, 'dateLastModified': u'2015-11-01T08:52:59.31', 'text': u'Due to a lack of Thai Seasonings I substituted a garam marsala mixture with coriander I had lying around.  This was incredible.  Everything pulls together well and obviously very versatile.  Definitely will make again. Thanks for the recipe.', 'followingCount': 0}, 7639676: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 147, 'favoritesCount': 728, 'dateLastModified': u'2016-08-15T11:18:54.137', 'text': u'I made this recipe as written with the exception of cutting it by half due to the amount of portions wanted. The dish was easy to put to put together. The only problem I had was that I needed to add more liquid about half way through cooking cycle to keep it from drying out. I added more apple cider as needed. The end result was a delicious meal. I will definitely make this again.', 'followingCount': 0}}
"
2,218939,Foolproof Rosemary Chicken Wings,4.57142877579,https://images.media-allrecipes.com/userphotos/720x405/3852182.jpg,12,chicken wings^sprigs rosemary^head garlic^olive oil^lemon pepper^seasoned salt,"{'directions': u""Prep\n20 m\nCook\n40 m\nReady In\n1 h\nPreheat an oven to 350 degrees F (175 degrees C).\nArrange the chicken wings, rosemary, and garlic cloves on a broiler-proof baking sheet, making sure the chicken pieces are not touching. Drizzle the olive oil over the chicken and garlic. Season the wings on all sides with the lemon pepper and seasoned salt.\nBake in the preheated oven until chicken meat is no longer pink at the bone and the juices run clear, 35 to 40 minutes, turning the wings once about halfway through the cooking time. An instant-read thermometer inserted into the thickest part of a wing should read at least 160 degrees F (70 degrees C).\nTake the baking sheet from the oven and set the oven's broiler to High. Remove the garlic and rosemary from the sheet and set aside. Turn the wings again.\nBroil the wings until golden brown, about 5 minutes. Garnish with the rosemary sprigs and garlic to serve.""}","{u'niacin': {u'hasCompleteData': True, u'name': u'Niacin Equivalents', u'amount': 10.06679, u'percentDailyValue': u'77', u'displayValue': u'10', u'unit': u'mg'}, u'sugars': {u'hasCompleteData': False, u'name': u'Sugars', u'amount': 0.2361299, u'percentDailyValue': u'0', u'displayValue': u'0.2', u'unit': u'g'}, u'sodium': {u'hasCompleteData': True, u'name': u'Sodium', u'amount': 762.805, u'percentDailyValue': u'31', u'displayValue': u'763', u'unit': u'mg'}, u'carbohydrates': {u'hasCompleteData': True, u'name': u'Carbohydrates', u'amount': 6.071931, u'percentDailyValue': u'2', u'displayValue': u'6.1', u'unit': u'g'}, u'vitaminB6': {u'hasCompleteData': True, u'name': u'Vitamin B6', u'amount': 0.5538, u'percentDailyValue': u'35', u'displayValue': u'< 1', u'unit': u'mg'}, u'calories': {u'hasCompleteData': True, u'name': u'Calories', u'amount': 335.1655, u'percentDailyValue': u'17', u'displayValue': u'335', u'unit': u'kcal'}, u'thiamin': {u'hasCompleteData': False, u'name': u'Thiamin', u'amount': 0.06496, u'percentDailyValue': u'6', u'displayValue': u'< 1', u'unit': u'mg'}, u'fat': {u'hasCompleteData': True, u'name': u'Fat', u'amount': 23.62519, u'percentDailyValue': u'36', u'displayValue': u'23.6', u'unit': u'g'}, u'folate': {u'hasCompleteData': True, u'name': u'Folate', u'amount': 6.907802, u'percentDailyValue': u'4', u'displayValue': u'7', u'unit': u'mcg'}, u'caloriesFromFat': {u'hasCompleteData': True, u'name': u'Calories from Fat', u'amount': 212.6267, u'percentDailyValue': u'-', u'displayValue': u'213', u'unit': u'kcal'}, u'calcium': {u'hasCompleteData': True, u'name': u'Calcium', u'amount': 60.08832, u'percentDailyValue': u'8', u'displayValue': u'60', u'unit': u'mg'}, u'fiber': {u'hasCompleteData': True, u'name': u'Dietary Fiber', u'amount': 0.8866814, u'percentDailyValue': u'4', u'displayValue': u'0.9', u'unit': u'g'}, u'magnesium': {u'hasCompleteData': True, u'name': u'Magnesium', u'amount': 24.21298, u'percentDailyValue': u'9', u'displayValue': u'24', u'unit': u'mg'}, u'iron': {u'hasCompleteData': True, u'name': u'Iron', u'amount': 1.704567, u'percentDailyValue': u'17', u'displayValue': u'2', u'unit': u'mg'}, u'cholesterol': {u'hasCompleteData': True, u'name': u'Cholesterol', u'amount': 71.4, u'percentDailyValue': u'24', u'displayValue': u'71', u'unit': u'mg'}, u'protein': {u'hasCompleteData': True, u'name': u'Protein', u'amount': 23.91265, u'percentDailyValue': u'48', u'displayValue': u'23.9', u'unit': u'g'}, u'vitaminA': {u'hasCompleteData': True, u'name': u'Vitamin A - IU', u'amount': 359.364, u'percentDailyValue': u'7', u'displayValue': u'359', u'unit': u'IU'}, u'potassium': {u'hasCompleteData': True, u'name': u'Potassium', u'amount': 249.1827, u'percentDailyValue': u'7', u'displayValue': u'249', u'unit': u'mg'}, u'saturatedFat': {u'hasCompleteData': True, u'name': u'Saturated Fat', u'amount': 5.683611, u'percentDailyValue': u'28', u'displayValue': u'5.7', u'unit': u'g'}, u'vitaminC': {u'hasCompleteData': True, u'name': u'Vitamin C', u'amount': 5.307448, u'percentDailyValue': u'9', u'displayValue': u'5', u'unit': u'mg'}}","{13774946: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 2, 'favoritesCount': 12, 'dateLastModified': u'2014-07-02T13:15:26.313', 'text': u'This is so good and very easy to make.', 'followingCount': 0}, 2783111: {'rating': 5, 'followersCount': 32, 'madeRecipesCount': 23, 'favoritesCount': 990, 'dateLastModified': u'2011-09-28T07:58:33.85', 'text': u""i enjoyed this didn't discard the tips because i liked them use a 1/3 cup yogurt added some of the rosemary and coated the wings."", 'followingCount': 0}, 9051880: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 1, 'favoritesCount': 21, 'dateLastModified': u'2012-03-27T10:12:23.067', 'text': u'I modified the recipe a bit since I did not have lemon pepper. I used the juice of one lemon instead and was surprised of how much flavor the wings had. My hubby loves bbq sauce and smothers everything in it. This was the first time he decided to eat the wings as is. Great recipe!', 'followingCount': 0}, 17425417: {'rating': 5, 'followersCount': 8, 'madeRecipesCount': 2, 'favoritesCount': 17, 'dateLastModified': u'2016-02-22T12:54:14.83', 'text': u'Easy and a big hit', 'followingCount': 0}, 15463626: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 1, 'favoritesCount': 11, 'dateLastModified': u'2015-09-20T15:43:40.523', 'text': u'I did add chopped garlic and sliced onions when baking them. They added a great flavor. Other than that, I followed the recipe. Would definitely make them again, and again!', 'followingCount': 0}, 4676104: {'rating': 5, 'followersCount': 82, 'madeRecipesCount': 121, 'favoritesCount': 1168, 'dateLastModified': u'2012-07-01T07:17:31.617', 'text': u""Very good flavor but the cooking time is a little long.  They would have been pretty dry with the addition of the broil time as well.  I did this recipe as a part of the Western Region's Faceless Frenzy July 2012."", 'followingCount': 0}, 9577438: {'rating': 5, 'followersCount': 6, 'madeRecipesCount': 34, 'favoritesCount': 412, 'dateLastModified': u'2014-09-08T11:55:36.02', 'text': u""I've made these twice now and they continue to be awesome. Great healthy way to eat wings since they are baked and not fried... also a good alternative for family members who don't like hot wings.  \nGreat recipe for family holiday parties or groups."", 'followingCount': 0}, 15412089: {'rating': 4, 'followersCount': 0, 'madeRecipesCount': 1, 'favoritesCount': 0, 'dateLastModified': u'2015-02-22T20:49:59.003', 'text': u'I forgot to check if I had lemon pepper before making this. So I used the zest of 2 lemons and the juice of one. I also minced one sprig of the rosemary so that some of it would stick to the chicken. I think it came out pretty good. Everyone else seemed to like it.', 'followingCount': 0}, 6119642: {'rating': 3, 'followersCount': 0, 'madeRecipesCount': 13, 'favoritesCount': 75, 'dateLastModified': u'2011-10-21T20:08:33.047', 'text': u""Didn't have much flavor to be honest.  Are you suppose to place the rosemary on the chicken or just bake it along the side?  Probably won't make again."", 'followingCount': 0}, 9470683: {'rating': 4, 'followersCount': 0, 'madeRecipesCount': 1, 'favoritesCount': 0, 'dateLastModified': u'2012-06-20T09:48:41.14', 'text': u'Wings came out great! A few changes: 1. Cut up the rosemary into smaller pieces and sprinkled it over all the wings. 2. Opened up the garlic and sprinkled it over all the wings. \r\n\r\nThen when I added the spice mixture the rosemary and garlic mixed into the wings more. I believe this gave the dish more flavor. I baked them 20 min on one side, took them out and turned them then baked another 20 minutes on the other side. \r\n\r\nInstead of broiling them, I grilled them one by one on the grill. They came out really well. I think the grilling really sealed in the flavor. \r\n\r\nThanks for the recipe!', 'followingCount': 0}, 3338458: {'rating': 3, 'followersCount': 5, 'madeRecipesCount': 248, 'favoritesCount': 1560, 'dateLastModified': u'2012-04-04T18:25:16.77', 'text': u""This was okay, but surprisingly bland. Because the sauce was so aromatic, I expected the wings to have a lot more flavor. Maybe if the skin was removed and the wings were marinated in the sauce first? I don't know. Just not as good as I expected..."", 'followingCount': 0}, 1462942: {'rating': 5, 'followersCount': 0, 'madeRecipesCount': 4, 'favoritesCount': 9, 'dateLastModified': u'2012-08-07T11:41:53.87', 'text': u'Great wings! I tossed the wings in olive oil, rosemary,  lemon zest, salt and pepper with 2 crushed cloves of garlic.  Baking and then broiling for crispiness is key.  I topped the wings with caramelized yellow onion for a touch of sweetness.', 'followingCount': 0}}
"
